Using pattern file: test/LV/g34
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :5
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :5
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :8
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :4
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :4
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :7
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :4
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :5
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :4
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :6
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :3
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :2
Depth :3 Time :2
Depth :3 Time :1
Depth :3 Time :1
Depth :3 Time :4
Depth :3 Time :5
Depth :3 Time :4
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :7
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :5
Depth :4 Time :2
Depth :4 Time :6
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :3
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :6
Depth :4 Time :3
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :1
Depth :4 Time :4
Depth :4 Time :3
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :6
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :4
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :3
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :6
Depth :4 Time :3
Depth :4 Time :2
Depth :4 Time :8
Depth :4 Time :5
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :1
Depth :4 Time :5
Depth :4 Time :2
Depth :4 Time :3
Depth :4 Time :2
Depth :4 Time :1
Depth :4 Time :2
Depth :4 Time :2
